,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng,is_food
13236,9,Wing &amp; Things ,3.8,11,"Thai, Asian, Noodles",1,"1713 Wilson Blvd, Arlington, VA, 22209",22209,38.89425,-77.07865,1
18963,16,Red Robin Gourmet Burgers  5601 Brodie Lane ,4.5,86,"American, Burgers, Chicken",1,"5601 Brodie Lane, Sunset Valley, TX, 78745",78745,30.22679,-97.82127,1
9112,10,For Five Coffee Roasters  Alexandria ,4.9,62,"Coffee and Tea, American, Breakfast and Brunch",1,"1800 Diagonal Road, Alexandria, VA, 22314",22314,38.8058517,-77.06043,1
2724,166,Setsuko Pastry at Modern Japanese Cuisine,4.7,10,"Desserts, Japanese, Pastry",1,"6108 Phinney Ave N, Seattle, WA, 98103",98103,47.6734964,-122.3541085,1
17686,128, Great American Cookie &amp; Marble Slab Creamery  2701 Heritage Trace Pkwy ,4.7,24,"Bakery, Desserts, Comfort Food, Pastry",1,"2705 Heritage Trace Pkwy, Fort Worth, TX, 76177",76177,32.91543936,-97.32226141,1
18442,31,Chicken Express  Coppell ,4.4,67,"American, Fast Food, Family Meals, Family Friendly",1,"136 E Belt Line Rd, Coppell, TX, 75019",75019,32.948389,-96.992645,1
18004,41,Jet's Pizza - Fort Worth,4.8,143,"Pizza, Italian, Family Friendly",1,"5040 N Tarrant Pkwy, Fort Worth, TX, 76244",76244,32.893398,-97.274233,1
8538,294,Lee's Sandwiches  801 N. Quincy st ,4.7,23,"Sandwiches, American, Healthy",1,"801 N. Quincy st, Arlington, VA, 22203",22203,38.8804083,-77.1074088,1
16272,44,Taco Palenque  Medical Center ,4.6,200,"Mexican, Latin American, New Mexican, Fast Food, Family Meals, Group Friendly",1,"3847 Parkdale Dr, San Antonio, TX, 78229",78229,29.5270353,-98.5589365,1
3564,21,Taco Bell  13405 NE 175th St ,4.4,155,"Burritos, Fast Food, Mexican",1,"13405 NE 175th St, Woodinville, WA, 98072",98072,47.7540976,-122.1603408,1
1060,12,Crumbl Cookies  WI - Oak Creek ,5.0,45,"Desserts, Coffee and Tea",1,"160 w town square way, oak creek, WI, 53154",53154,42.90054,-87.91476,1
1607,2,Taco Bell  1529 W Mason St ,4.0,75,"Burritos, Fast Food, Mexican",1,"1529 W Mason St, Green Bay, WI, 54303",54303,44.522767,-88.062184,1
2404,11,McDonald'sÂ®  14634 APPLE HARVEST DR ,4.4,45,"American, Burgers, Fast Food, Fast Food",1,"14634 APPLE HARVEST DR, MARTINSBURG, WV, 25405",25405,39.4427715,-77.9876642,1
12906,170,We Want Wings  Stone Ridge ,4.0,25,"American, Wings, Comfort Food",1,"42010 Village Center Plaza, Stone Ridge, VA, 20105",20105,38.94026,-77.55014,1
3843,46,Donatos Pizza  8311 Ne Vancouver Mall Dr. ,4.1,16,"American, burger, Pizza",1,"8311 Ne, Vancouver, WA, 98662",98662,45.65518,-122.58741,1
15476,177,"Jamba Juice  829 West Stacy Road, Suite 100A ",5.0,15,"Juice and Smoothies, Breakfast and Brunch, Bowls, Healthy",1,"829 W Stacy Rd, Allen, TX, 75013",75013,33.12951,-96.66198,1
4363,117,Round Table Pizza  5016 N.E. Thurston Way ,4.5,57,Pizza,1,"5016 N.E. Thurston Way, Vancouver, WA, 98661",98661,45.6588626,-122.5892177,1
895,22,Noodles &amp; Company  5333 N Port Washington Rd ,4.6,117,"Healthy, Pasta, Comfort Food, American, Italian, Noodles, Family Meals",1,"5333 N Port Washington Rd, Glendale, WI, 53217",53217,43.1138938,-87.9172708,1
12642,108,Focaccia Sandwiches  Tenleytown ,4.8,32,"Pizza, American, Italian",1,"4529 Wisconsin Ave NW, Washington, DC, 20016",20016,38.94877,-77.0798,1
1617,38,Hardee's  1235 S. Green Bay ,4.8,10,"Sandwich, Burgers, American, Fast Food, Chicken, Breakfast and Brunch",1,"1235 S. Green Bay, Racine, WI, 53406-4403",53406-4403,42.71783,-87.84627,1
17333,88,"Hootie's Chicken Tenders  5340 Southwest Blvd., ",4.7,18,"American, Chicken Strips, Wings, Chicken",1,"5340 Southwest Blvd., Ft. Worth, TX, 76109",76109,32.68585,-97.40297,1
3244,208,Gyro Time,4.4,32,"Mediterranean, Halal",1,"10400 Greenwood Ave N, Seattle, WA, 98133",98133,47.7046451,-122.3550203,1
6747,284,Cosmic Wings  Federal Way ,4.5,20,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",1,"1801 S. 320th Ave, Federal Way, WA, 98003",98003,47.3148,-122.31044,1
16751,64,"Veggie Wonderland  220 Broadway, ",4.6,31,"Indian, Vegetarian, Indian Curry, Healthy, Vegan",1,"220 Broadway, San Antonio, TX, 78205",78205,29.42816,-98.48725,1
9625,40,South Beach Pizza  1021 Virginia Beach Blvd ,4.1,19,"Pizza, American, Italian",1,"1021, Virginia Beach, VA, 23451",23451,36.841375,-75.992728,1
3781,20,Chipotle Mexican Grill  1121 N Mission St ,4.3,45,"Healthy, Mexican",1,"1121 N Mission St, Wenatchee, WA, 98801",98801,47.4378041,-120.323659,1
8450,117,Liberty Barbecue,4.5,86,"BBQ, American, Burgers",1,"370 W Broad St, Falls Church, VA, 22046",22046,38.8852298,-77.1748117,1
14034,54,Asian Cuisine &amp; Sushi Bar,4.7,100,"Sushi, Asian, Japanese",1,"1781 E Murray Holladay Rd, Salt Lake City, UT, 84117",84117,40.6663718,-111.8410351,1
1858,34,Chipotle Mexican Grill  3515 Milton Ave Ste 105 ,4.5,26,"Healthy, Mexican",1,"3515 Milton Ave Ste 105, Janesville, WI, 53545",53545,42.7236554,-88.9950294,1
7502,93,Gravity Coffee  Federal Way South ,4.7,32,"Coffee and Tea, Juice and Smoothies, Exclusive to Eats",1,"35007 Enchanted Parkway S, Federal Way, WA, 98003",98003,47.2877633,-122.3139776,1
7249,10,Taco Bell  2727 Broadway St ,4.4,169,"Burritos, Fast Food, Mexican",1,"2727 Broadway St, Everett, WA, 98201",98201,47.9809266,-122.201119,1
8196,13,Burger King  8232 Gunston Corner Ln ,4.3,69,"American, burger, Fast Food, Family Meals",1,"8232 Gunston Corner Ln, Lorton, VA, 22079",22079,38.7056017,-77.2289007,1
8878,3,Kabob Palace  Crystal City ,4.5,500,"Pure Veg, Mediterranean, Greek, Salads, Wings, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly, Healthy",1,"2315 S Eads Street, Arlington, VA, 22202",22202,38.8529336,-77.053272,1
9765,8,Cracker Barrel Old Country Store  3153 Lee Hwy ,4.8,51,"Burgers, American, Sandwiches, Family Meals",1,"3153 Lee Hwy, Troutville, VA, 24175",24175,37.3923825,-79.9009663,1
17317,112,Thrilled Cheese  5920 Quebec Street ,4.0,17,"New American, Sandwiches, Comfort Food",1,"5920 Quebec Street, Fort Worth, TX, 76135-3605",76135-3605,32.80574,-97.42674,1
7331,262,Papa Murphy's Pizza  WA111 17171 Bothell Way ,5.0,13,Pizza,1,"17171 Bothell Way, Lake Forest Park, WA, 98155",98155,47.753657,-122.2799081,1
17028,75,Williams Fried Chicken - 10161 Lake June Rd,4.2,51,"Comfort Food, American, Wings",1,"10161 Lake June Rd, Dallas, TX, 75217",75217,32.734445,-96.6487235,1
12268,64,Grill Kabob  Manassas Mall ,4.8,12,"Mediterranean, Greek, Vegetarian, Healthy",1,"8300 Sudley Road Ste. 83, Manassas, VA, 20109",20109,38.772426,-77.5056949,1
14032,59,Kneaders Bakery &amp; Cafe  City Creek - Salt Lake City ,4.5,42,"American, Breakfast and Brunch, Desserts",1,"28 S State St, Salt Lake City, UT, 84111",84111,40.76848,-111.88941,1
5435,11,Yummy Ice Cream &amp; Shakes,3.7,18,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",1,"10225 SE 256th St, Kent, WA, 98030",98030,47.37231,-122.2041,1
13577,217,Manna Dosirak,4.9,83,"Korean, Asian, Chicken",1,"409 15th St NE, Washington, DC, 20002",20002,38.8951702,-76.9833671,1
6949,16,Burger King  1480 Olney Ave Se ,4.6,13,"American, burger, Fast Food, Family Meals",1,"1480 Olney Ave Se, Port Orchard, WA, 98366",98366,47.5344039,-122.6112058,1
4569,19,El Burrito Borracho,3.3,13,"Mexican, Latin American, New Mexican, Alcohol",1,"1639 Northwest Marshall Street, Portland, OR, 97209",97209,45.53085,-122.68829,1
11345,29,Qdoba Mexican Eats  3918 Lenox Ave ,4.7,64,"Mexican, Bowls, Salads",1,"3918 Lenox Ave, Charlottesville, VA, 22901",22901,38.0686591,-78.4888417,1
7936,43,Buddy V's Cake Slice  6525 Frontier Drive ,4.1,16,"Desserts, American",1,"6525 Frontier Drive, Springfield, VA, 22150",22150,38.77511,-77.17103,1
12562,51,Don't Grill My Cheese,4.9,21,"American, Sandwiches, Burgers, Alcohol",1,"4922 Cordell Ave, Bethesda, MD, 20814",20814,38.98865,-77.09852,1
3382,17,Minamoto Japanese Cuisine,4.8,162,"Japanese, Salads, Seafood, Healthy",1,"11061 NE 9th St, Bellevue, WA, 98004",98004,47.618,-122.1923413,1
6966,1,Jack in the Box  4305 Kitsap Way ,4.4,155,"American, burger, Fast Food",1,"4305 Kitsap Way, Bremerton, WA, 98312",98312,47.5678338,-122.6720283,1
8723,23,Auntie Anne's  7955 Tyson's Corner Center ,4.5,13,"American, Breakfast and Brunch, Desserts",1,"7955 Tyson's Corner Center, McLean, VA, 22102",22102,38.9195,-77.22451,1
16538,138,Tacos El Regio - St. Mary's,4.6,200,"Mexican, Latin American, New Mexican, Group Friendly",1,"2726 North Saint Mary's Street, San Antonio, TX, 78212",78212,29.4509066,-98.4862643,1
10704,51,Moby Dick House of Kabob  Fairfax Towne Center ,4.8,160,"Mediterranean, Greek, Vegetarian, Family Meals, Persian, Healthy, Group Friendly",1,"12154, Fairfax, VA, 22033",22033,38.8670076,-77.3680372,1
1387,4,Noodles &amp; Company  1210 W Sunset Dr ,4.7,114,"Healthy, Pasta, Comfort Food, American, Italian, Noodles, Family Meals",1,"1210 W Sunset Dr, Waukesha, WI, 53189",53189,42.988859,-88.257605,1
4376,158,KO SISTERS SEOUL FOOD,4.7,97,"Korean, Asian, BBQ",1,"1825 N Williams Ave, Portland, OR, 97227",97227,45.53642,-122.66715,1
7162,71,Chipotle Mexican Grill  376 116th Ave NE ,4.9,37,"Healthy, Mexican",1,"376 116th Ave NE, Bellevue, WA, 98004",98004,47.6127,-122.18525,1
424,20,Janino's Pizza,4.4,58,"Pizza, American, Italian",1,"984 W Beach Blvd, Gulf Shores, AL, 36542",36542,30.245125,-87.70948,1
18235,95,Benjamin's Pizza Kitchen,4.5,42,Pizza,1,"295 West Byron Nelson Boulevard, Roanoke, TX, 76262",76262,33.0066214,-97.2312682,1
7248,56,Burger King  715 91st Avenue N. E. ,4.4,71,"American, burger, Fast Food, Family Meals",1,"715 91st Avenue N. E., Lake Stevens, WA, 98258",98258,48.0032042,-122.1069303,1
17185,126,Mason's Chicken &amp; Seafood - Cedar Hill,4.1,23,"Traditional American, Desserts, Family Meals",1,"445 E Fm 1382, Cedar Hill, TX, 75104",75104,32.591669,-96.935949,1
10749,112,Burger King  970 Edwards Ferry Road ,4.3,50,"American, burger, Fast Food, Family Meals",1,"970 Edwards Ferry Road, Leesburg, VA, 20176",20176,39.1149365,-77.5395562,1
10519,12,Firehouse Subs  1201 N Main St ,3.9,16,"Sandwich, Deli",1,"1201 N Main St, Suffolk, VA, 23434",23434,36.7454917,-76.5837736,1
1936,4,Milwaukee Burger Company  Hudson ,4.6,25,"Burgers, American, Sandwiches",1,"2420 Gateway Court, Hudson, WI, 54016",54016,44.95955,-92.72217,1
4620,89,Be Well Juice Bar,4.8,37,"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Allergy Friendly, Healthy",1,"1012 Washington St, Vancouver, WA, 98660-3152",98660-3152,45.6293211,-122.6730552,1
14987,16,"Jamba Juice  11507 S. Pkwy Plaza Dr., Ste. 200 ",4.7,19,"Juice and Smoothies, Breakfast and Brunch, Bowls, Healthy",1,"11507 S. Pkwy Plaza Dr., Ste. 200, South Jordan, UT, 84095",84095,40.5428474,-111.9793266,1
14605,3,Del Taco  4436 S 1900 W | 270 ,4.4,50,"Fast Food, Mexican, Tacos",1,"4436 S 1900 W, Roy, UT, 84067",84067,41.1828383,-112.0253742,1
1225,110,Jersey Mike__ Subs  4706 East Towne Boulevard ,4.5,46,"Sandwich, American, New American",1,"4706 East Towne Boulevard, Madison, WI, 53704",53704,43.1297734,-89.3047722,1
9220,230,Clyde's of Mark Center,4.8,219,"Burgers, American, Sandwiches, Family Meals, Traditional American, Seafood, Steak, Wings, Burgers, Pasta, Comfort Food, Comfort Food, Sandwich, Kids Friendly, Bar Food, Bar Food, Gourmet, Healthy, Gluten Free Friendly, Salads, Salads, Soup, Group Friendly",1,"1700 N Beauregard St, Alexandria, VA, 22311",22311,38.8333353,-77.1231088,1
15952,228,Vivi Bubble Tea  Garland ,4.6,42,"Asian, Desserts, Juice and Smoothies, Vegetarian Friendly, Vegan Friendly, Asian Fusion, Coffee and Tea, Bubble Tea, Cafe, Gluten Free Friendly, Healthy, Comfort Food, Japanese, Chinese",1,"325 Coneflower Dr, Garland, TX, 75040",75040,32.9518017,-96.6132794,1
18907,158,Taco Cabana  9605 Research Blvd SVRD NB ,4.2,47,"Mexican, Family Meals",1,"9605 Research Blvd SVRD NB, Austin, TX, 78759",78759,30.3882793,-97.7429849,1
9971,180,Wong Kok Asia Cuisine,4.7,159,"Chinese, Asian, Asian Fusion, Family Friendly",1,"43090 Peacock Market Plz, Chantilly, VA, 20152",20152,38.9154277,-77.5122513,1
18103,72,Taco Bueno  8528 US Hwy 377 ,3.9,17,"Fast Food, Mexican, Tex Mex",1,"8528 U.S. 377, Benbrook, TX, 76126",76126,32.68158,-97.46216,1
2831,224,Bagel Oasis,4.8,85,"Breakfast and Brunch, American, Sandwiches",1,"2112 NE 65th St, Seattle, WA, 98115",98115,47.6759,-122.30462,1
3436,187,Top Pot Doughnuts  Bellevue ,4.8,49,"American, Breakfast and Brunch, Desserts, Kids Friendly, Comfort Food, Coffee and Tea, Dount",1,"10600 NE 9th Pl, Bellevue, WA, 98004",98004,47.61861,-122.19875,1
13224,4,Robeks Fresh Juices &amp; Smoothies  Falls Church ,4.9,35,"AÃ§aÃ­, Juice and Smoothies, Drinks, Breakfast and Brunch, Healthy, Cafe, Vegetarian Friendly, Vegan Friendly",1,"1063 W Broad St, Falls Church, VA, 22046",22046,38.891401,-77.1861488,1
1254,40,Royal Indian cuisine,4.7,100,"Indian, Vegetarian, Asian, Healthy",1,"7475 Mineral Point Rd 12, Madison, WI, 53717",53717,43.0587999,-89.5123067,1
493,20,Chipotle Mexican Grill  1508 Dell Range Blvd ,4.6,36,"Healthy, Mexican",1,"1508 Dell Range Blvd, Cheyenne, WY, 82009",82009,41.16062,-104.80572,1
8426,116,We Want Wings  Alexandria Commons ,4.1,15,"American, Wings, Comfort Food, Chicken",1,"3141 Duke Street, Alexandria, VA, 22314",22314,38.80881,-77.08504,1
6522,64,The Golden Olive Express,4.9,116,"Mediterranean, Greek, Vegetarian, Healthy, Family Meals",1,"521 Queen Anne Ave N, Seattle, WA, 98119",98119,47.6239646,-122.3570627,1
800,103,Pizza Crafters,4.2,12,"Pizza, Salads, Healthy",1,"15560 Silver Spring Dr N56, Menomonee Falls, WI, 53051",53051,43.1196546,-88.1042629,1
3191,31,Korean Tofu House,4.9,200,"Korean, Asian, BBQ",1,"4142 Brooklyn Ave NE 101, Seattle, WA, 98105",98105,47.6582152,-122.314067,1
14830,98,Firehouse Subs  W Clubhouse Dr ,4.9,14,"Sandwich, American",1,"2975 West Clubhouse Dr, Lehi, UT, 84043",84043,40.4308767,-111.8967696,1
18516,141,Bedford Ice House,4.6,34,"American, Sandwiches, Salads, Burgers, Wings, Healthy",1,"2250 Airport Fwy #300, Bedford, TX, 76022",76022,32.8351219,-97.1311832,1
16332,80,Super Donut,4.8,22,"Burgers, American, Sandwiches",1,"6658 Summer Fest Dr, San Antonio, TX, 78244",78244,29.4663341,-98.3578704,1
19058,134,Jersey Mike's Subs  Austin  600 E. Ben White Blvd.,4.9,399,"Sandwich, American, Group Friendly",1,"600 E. Ben White Blvd., Austin, TX, 78704",78704,30.2196504,-97.7561995,1
1446,19,Firehouse Subs  6012 Washington Ave ,4.4,29,"Sandwich, Deli, Breakfast and Brunch",1,"6012 Washington Ave, Mt Pleasant, WI, 53406",53406,42.7196,-87.85338,1
8241,2,3.14 Pizza,4.9,13,"Pizza, American, Italian",1,"1153 Berryville Ave, Winchester, VA, 22601",22601,39.1843512,-78.1405476,1
12142,125,Burger King  10034 Dumfries Road ,4.6,32,"American, burger, Fast Food, Family Meals",1,"10034 Dumfries Road, Manassas, VA, 20110",20110,38.7395611,-77.4727029,1
12966,87,Burger King  8801 Staples Mill Road ,3.7,33,"American, burger, Fast Food, Family Meals",1,"8801 Staples Mill Road, Richmond, VA, 23228",23228,37.6330605,-77.5080414,1
15061,3,Tropical Smoothie Cafe  1622 West Sunset Boulevard ,4.6,17,"Juice and Smoothies, Healthy, Fast Food",1,"1622 West Sunset Boulevard, Saint George, UT, 84770",84770,37.1236832,-113.6180913,1
11941,36,Firehouse Subs  4028 Victory Blvd ,4.8,70,"Sandwich, Deli",1,"4028 Victory Blvd, Portsmouth, VA, 23701",23701,36.8099869,-76.3576029,1
16199,4,Velvet Taco   Lubbock  ,4.7,170,"New Mexican, Vegetarian Friendly, Gluten Free Friendly, New American, Tacos, Alcohol",1,"2401 GLENNA GOODACRE BLVD, Lubbock, TX, 79401",79401,33.58807,-101.86887,1
4869,65,Pho &amp; Tofu,4.6,91,"Asian, Noodles, Japanese",1,"5614 176th Street East B-107, Frederickson, WA, 98375",98375,47.09522,-122.35376,1
4364,95,Heavenly Donuts - Portland,4.7,88,"Coffee and Tea, Breakfast and Brunch, Family Meals",1,"504 NE 102nd Ave, Portland, OR, 97220",97220,45.5265846,-122.5577792,1
13307,24,Chipotle Mexican Grill  450 Mall Dr Ste 130 ,4.6,23,"Healthy, Mexican",1,"450 Mall Dr Ste 130, Danville, VA, 24540",24540,36.59216,-79.42379,1
16384,158,Biryani Factory  3720 Northwest Loop 410 ,3.8,13,"Asian, Indian, Comfort Food, Pakistani, Chicken, Halal, Vegetarian, Fast Food",1,"3720 Northwest Loop 410, San Antonio, TX, 78229",78229,29.49263,-98.55528,1
9909,242,Tatva Indian Cuisine ,4.7,32,"Indian, Vegetarian, Asian, Fast Food, Chicken, Healthy",1,"2443 Centreville Rd, Herndon, USA, Hunter Mill, VA, 20171",20171,38.9496884,-77.4089156,1
6340,100,Las Margaritas  Aurora ,4.3,31,"Mexican, Latin American, New Mexican",1,"14356 Aurora Ave N, Seattle, WA, 98133",98133,47.7339013,-122.344706,1
6830,51,Jersey Mike's Subs  1659 North Columbia Center Blvd. ,4.8,86,"Sandwich, American",1,"1659 North Columbia Center Boulevard, Kennewick, WA, 99336",99336,46.2276,-119.22461,1
1452,9,Gyro Grill,4.8,31,"Mediterranean, Greek, Vegetarian, Healthy",1,"6316 52nd St, c, Kenosha, WI, 53144",53144,42.5891126,-87.8841411,1
15485,61,Sunny Donuts,4.8,48,Desserts,1,"6832 Coit Rd Suite 260, Plano, TX, 75023",75023,33.070178,-96.770908,1
4901,91,Duke's Seafood  Tacoma ,4.9,19,"Seafood, Burgers, American, Comfort Food",1,"3327 Ruston Way, Tacoma, WA, 98402",98402,47.28233,-122.48092,1
11656,83,Sushi King  Richmond - Short Pump ,4.4,94,"Sushi, Japanese, Family Meals",1,"9125 W Broad St, Richmond, VA, 23294",23294,37.6352242,-77.5523617,1
524,11,Burger King  81 SE Wyoming Boulevard ,4.5,17,"American, burger, Fast Food, Family Meals",1,"81 SE Wyoming Boulevard, Casper, WY, 82609",82609,42.8508101,-106.2700104,1
11189,103,Clubhouse Vegan Burgers  2201 Richmond HWY ,3.6,36,"Vegan, Vegetarian, Burgers, American, Healthy",1,"2201, Richmond, VA, 23224",23224,37.4919,-77.4452,1
7440,7,Pizza Hut  4716 Pacific Highway E ,4.7,42,"Fast Food, Italian, pizza, wings",1,"4716 Pacific Highway E, Fife, WA, 98424",98424,47.2428037,-122.36614,1
11063,76,DC Charcoal Chicken &amp; Grill,4.6,89,"Comfort Food, American, Wings",1,"4909 Nine Mile Rd, Richmond, VA, 23223",23223,37.5452418,-77.3669237,1
5372,92,Similan Thai Cuisine,4.8,200,"Thai, Asian, Gluten Free Friendly, Family Friendly, Group Friendly",1,"5704 E Lake Sammamish Pkwy SE Ste 100, Issaquah, WA, 98029",98029,47.5509144,-122.0415825,1
9496,242,Shake Shack  Dupont Circle ,4.7,500,"American, Burgers, Group Friendly",1,"1216 18th Street NW, Washington, DC, 20036",20036,38.9063212,-77.0420124,1
1365,9,Qdoba Mexican Eats  6650 Mineral Point Road ,4.6,41,"Mexican, Bowls, Salads",1,"6650 Mineral Point Road, Madison, WI, 53705",53705,43.061417,-89.4964695,1
8192,24,Five Guys VA-0133 4226 Fortuna Center Plaza,4.7,210,"American, Burgers, Bar Food",1,"4226 Fortuna Center Plaza, Dumfries, VA, 22026",22026,38.5971397,-77.3326817,1
12377,240,Potbelly Sandwich Shop  10921 W Broad St | 508 ,4.7,58,"Sandwich, Salads, American, Healthy",1,"10921 W Broad St, Glen Allen, VA, 23060",23060,37.646541,-77.585337,1
17902,147,Jack in the Box  200 W Loop 820 S ,4.4,52,"American, burger, Fast Food",1,"200 W Loop 820 S, Fort Worth, TX, 76108",76108,32.7598977,-97.4795402,1
16926,9,Firehouse Subs  San Marcos ,4.7,63,Sandwich,1,"2586 Interstate 35 Frontage Rd, San Marcos, TX, 78666",78666,29.8464625,-97.9660456,1
14004,102,Teriyaki Grill  Layton ,4.7,10,"Salads, Rolls, Chicken, Healthy, Allergy Friendly",1,"210 S. Fort Ln., Layton, UT, 84041",84041,41.0580586,-111.9585375,1
18897,184,Black Rock Coffee  7415 SW Parkway ,4.8,91,"Coffee and Tea, American, Breakfast and Brunch",1,"7415 Southwest Pkwy, Austin, TX, 78735",78735,30.254444,-97.8666619,1
12232,20,Taco Bell  1501 Frederick Boulevard ,4.2,132,"Burritos, Fast Food, Mexican",1,"1501 Frederick Boulevard, Portsmouth, VA, 23707",23707,36.8267066,-76.3384673,1
14356,85,"Tropical Smoothie Cafe  3158 E 6200 S, Suite A ",4.8,20,"American, Juice and Smoothies, Sandwich",1,"3158 6200 South, Holladay, UT, 84121",84121,40.63527,-111.80385,1
10675,34,Kung Fu Tea ,4.8,34,"Bubble Tea, Coffee and Tea, Juice, Family Meals",1,"46950 Community Plz Ste 104, Sterling, VA, 20164",20164,39.01627,-77.37682,1
306,75,RD__ Smokehouse Barbecue,4.7,54,"American, Wings, BBQ",1,"1811 Nick Davis Road, Harvest, AL, 35749",35749,34.80645,-86.77933,1
6818,7,Taco Bell  2718 W Kennewick Ave ,4.5,200,"Burritos, Fast Food, Mexican, Group Friendly",1,"2718 W, Kennewick, WA, 99336",99336,46.2097,-119.15823,1
14780,11,"Jamba Juice  1774 N. University Pkwy, #60 ",4.9,21,"Juice and Smoothies, Healthy, Bowls, Breakfast and Brunch",1,"1774 N. University Pkwy, #60, Provo, UT, 84604",84604,40.2582102,-111.6612064,1
7288,1,Jack in the Box  1445 15Th Ave ,4.2,17,"American, burger, Fast Food",1,"1445 15th Ave, Longview, WA, 98632",98632,46.1399159,-122.9364739,1
1020,14,Qdoba Mexican Eats  4020 Schofield Ave ,4.4,13,"Mexican, Bowls, Salads",1,"4020 Schofield Ave, Weston, WI, 54476",54476,44.90527,-89.57405,1
13799,296,Crafty Crab,4.5,356,"Seafood, American, Southern",1,"5644 Old Silver Hill Road, Suitland, MD, 20747",20747,38.85575596,-76.90933865,1
13434,17,Maharaja Indian Cuisine,4.7,12,"Indian, Desserts, Kids Friendly",1,"378 Hillsdale Dr, Charlottesville, VA, 22901",22901,38.0625128,-78.4879113,1
2858,141,Burger and Kabob Hut  Seattle ,4.5,178,"Burgers, American, Sandwiches",1,"4142 University Way NE, Seattle, WA, 98105",98105,47.65815,-122.31301,1
9321,18,Shake Shack  F Street ,4.7,500,"American, Burgers",1,"800 F Street NW, Washington, DC, 20004",20004,38.8969546,-77.0237532,1
14273,98,Cold Stone Creamery  3781 W Center Park Dr ,4.7,26,Ice Cream + Frozen Yogurt,1,"3781 W Center Park Dr, West Jordan, UT, 84084",84084,40.61952,-111.98074,1
18249,40,Wing Pit,4.5,44,"Wings, American, Seafood",1,"1800 S Loop 288, Denton, TX, 76205",76205,33.19159,-97.09996,1
17867,37,Pasta Glory,4.2,40,"Burgers, American, Sandwiches, Alcohol",1,"3515 Sycamore School Road, Fort Worth, TX, 76133",76133,32.6348,-97.37092,1
5641,27,Seabeck Pizza  Silverdale ,4.7,50,"Italian, Pizza",1,"9919 Trident Ln NW, Silverdale, WA, 98383",98383,47.6532955,-122.6766201,1
2993,138,Jack in the Box  4749 University Way Ne ,4.8,200,"American, burger, Fast Food, Group Friendly",1,"4749 University Way NE, Seattle, WA, 98105",98105,47.6647604,-122.3133749,1
8123,22,Chipotle Mexican Grill  2457 Prince William Pkwy ,4.4,155,"Healthy, Mexican",1,"2457 Prince William Pkwy, Woodbridge, VA, 22192",22192,38.6527697,-77.2861001,1
11050,152,Maple Bourbon,4.6,11,"Soul Food, American, Sandwich, Black-owned",1,"1116 E Main St, Richmond, VA, 23219",23219,37.536943,-77.4337121,1
16376,185,Mad Over Curry  220 Broadway ,4.5,12,"Asian, Indian, Comfort Food",1,"220 Broadway, San Antonio, TX, 78205",78205,29.42816,-98.48725,1
16229,14,Slim Chickens  7801 University Ave ,3.9,69,"Fast Food, Sandwich, Salads, Healthy, Family Meals",1,"7801 University Ave, Lubbock, TX, 79423",79423,33.5232667,-101.8699221,1
18284,8,MOOYAH Burgers  Southlake ,4.6,40,"American, Burgers",1,"2225 W, Southlake, TX, 76092",76092,32.93628,-97.18521,1
11816,11,Burger King  4608 Cleburne Boulevard ,4.2,10,"American, burger, Fast Food",1,"4608 Cleburne Boulevard, Dublin, VA, 24084",24084,37.08188,-80.6899585,1
16655,5,Sipit Daiquiris Togo  Universal City   ,4.7,35,"Alcohol, Liquor Stores, Specialty Foods, Gift Store",1,"1717 Pat Booker Rd., Universal City, TX, 78148",78148,29.55265,-98.30742,1
17272,3,Zipps Liquor  Willis ,5.0,21,"Alcohol, Wine",1,"200 South Danville Street, Willis, TX, 77378",77378,30.42255,-95.47969,1
7161,95,MIX Poke Bar,4.8,17,"Hawaiian, Healthy, Seafood, Sushi",1,"403, Bellevue, WA, 98004",98004,47.615785,-122.2036175,1
9135,42,Rita's Italian Ice  116 Church St NW ,4.7,18,"Desserts, Ice Cream + Frozen Yogurt",1,"116 Church St NW, Vienna, VA, 22180",22180,38.90165,-77.26709,1
17362,1,EZ Liquor,5.0,21,"Alcohol, Drinks, Liquor Stores, Wine",1,"5910 Azle Ave, Lake Worth, TX, 76106",76106,32.81335,-97.40987,1
6910,37,Chipotle Mexican Grill  17875 Redmond Way Ste 170 ,4.5,122,"Healthy, Mexican",1,"17875, Redmond, WA, 98052",98052,47.6672831,-122.1023245,1
7132,2,Taco Bell  1429 S Blaine St ,4.4,13,"Burritos, Fast Food, Mexican",1,"1429 S Blaine St, Moscow, ID, 83843",83843,46.72175,-116.98581,1
6099,92,Chipotle Mexican Grill  930 N Division St ,4.6,200,"Healthy, Mexican",1,"930 N Division St, Spokane, WA, 99202",99202,47.665863,-117.4107394,1
3963,9,KFC  595 W. Rose St. ,4.3,12,"American, Fast Food, wings, Family Meals",1,"595 W. Rose St., Walla Walla, WA, 99362",99362,46.064247,-118.3476498,1
