,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng,is_food
4434,86,The 1905,4.9,42,Pizza,1,"830 N Shaver St, Portland, OR, 97227",97227,45.5519554,-122.6752998,0
15294,21,Cafe Rio  12362 S Minuteman Dr ,4.4,100,"Kids Friendly, Mexican, Tex Mex",1,"12362 S Minuteman Dr, Draper, UT, 84020",84020,40.5264031,-111.8893017,0
4073,258,Saimin Says  269 SW 41st St ,4.8,60,"Hawaiian, Asian Fusion",1,"269 SW 41st St, Renton, WA, 98057",98057,47.44351,-122.22097,0
10363,150,Mamma Mia Cucina,4.3,12,"Italian, Pasta, Comfort Food",1,"21595 Smith Switch Rd, Ashburn, VA, 20147",20147,39.01955,-77.46792,0
10870,47,Fedwings  Merrifield ,4.2,13,"Comfort Food, American, Chicken, Wings",1,"2911 District Ave #160, Fairfax, VA, 22031",22031,38.87162,-77.22984,0
12373,7,McDonald'sÂ®  Chesterfield ,4.6,38,"American, Fast Food, Burgers",1,"11125 MIDLOTHIAN TPKE, RICHMOND, VA, 23235",23235,37.5054976,-77.6030277,0
15624,85,Zaxbys  526 Centennial Blvd ,4.5,130,"American, Wings, Salads, Family Meals, Healthy",1,"526 Centennial Blvd, Richardson, TX, 75081",75081,32.9378299,-96.7222477,0
1062,72,Panda Express  1210 Miller Park Way ,4.4,200,"Asian, Chinese, Family Meals",1,"1210 Miller Park Way, West Milwaukee, WI, 53214",53214,43.019169,-87.9679765,0
10782,11,Umi Japanese Fine Dining,4.8,195,"Japanese, Asian, Sushi",1,"1500 Emancipation Highway, Fredericksburg, VA, 22401",22401,38.30099,-77.48173,0
3577,223,Swagath Vegetarian Restaurant,4.2,85,"Vegetarian, Indian, Healthy",1,"14504 NE 20th St, Bellevue, WA, 98007",98007,47.6285823,-122.1469243,0
18373,75,Italianni's Restaurant,4.6,71,"Italian, Pasta, Comfort Food, Pizza, Gluten Free, Gluten Free Friendly, Family Friendly",1,"1601 Precinct Line Road, Hurst, TX, 76054",76054,32.8419086,-97.1868779,0
2078,53,Papa Johns  1276 North Illinois Route 83 ,4.5,92,"Pizza, Wings, Desserts, Sandwiches",1,"1276 IL-83, Grayslake, IL, 60030",60030,42.36606,-88.04328,0
16239,190,McDonald'sÂ®  1643 Pleasanton Road ,4.2,167,"American, Fast Food, Burgers",1,"1643 Pleasanton Rd, San Antonio, TX, 78221",78221,29.3661261,-98.5045879,0
12783,24,7-Eleven  121 Turner Rd ,3.7,11,"Convenience, Everyday Essentials, Grocery, Snacks, Home &amp; Personal Care",1,"121 Turner Rd, Richmond, VA, 23225",23225,37.497252,-77.536026,0
12953,25,KFC  9000 W. Broad St. ,4.4,69,"American, Fast Food, wings, Family Meals, Family Friendly",1,"9000 W Broad St, Richmond, VA, 23294",23294,37.6357489,-77.5469595,0
5735,23,KFC  301 2nd Street NE ,4.5,140,"American, Fast Food, wings, Family Meals, Family Friendly",1,"301 2nd Street NE, Puyallup, WA, 98372",98372,47.192998,-122.291792,0
7920,104,Long John Silver's  4301 Dale Blvd. ,4.5,44,"Seafood, American, Chicken",1,"4301 Dale Blvd., Dale City, VA, 22193",22193,38.64628,-77.33809,0
12860,46,Dunkin'  8985 Centreville Rd ,4.8,46,"Breakfast and Brunch, Donuts",1,"8985 Centreville Rd, Manassas, VA, 20110",20110,38.7606948,-77.4607476,0
16511,25,KFC  8727 Perrin Beitel ,4.6,50,"American, Chicken, Comfort Food",1,"8727 Perrin Beitel, San Antonio, TX, 78217",78217,29.5192,-98.41148,0
14792,26,Terra Mia  Orem ,4.0,14,"Pizza, American, Italian",1,"1050 S 750 E, Orem, UT, 84097",84097,40.277782,-111.677682,0
10000,96,Quickway Japanese Hibachi  Herndon ,4.7,144,"Japanese, Asian, Sushi, Exclusive to Eats, Group Friendly",1,"1040 Elden St, Herndon, VA, 20170",20170,38.96761,-77.396369,0
10308,55,703 Thai,4.8,221,"Thai, Asian, Noodles",1,"11180, Fairfax, VA, 22030",22030,38.85694,-77.33067,0
9691,5,CVS  300 LASKIN RD ,4.7,13,"Everyday Essentials, Convenience, Pharmacy, Snacks",1,"300 LASKIN RD, VIRGINIA BEACH, VA, 23112",23112,36.85924,-75.97947,0
3829,92,The Philly Cart,4.9,12,"American, Sandwiches, Comfort Food, Cheesesteak",1,"7407 NE 113th St., Vancouver, WA, 98662",98662,45.70306904,-122.5965724,0
15544,238,Hank's Texas Grill,3.7,10,"BBQ, Southern",1,"1310 N Central Expy, McKinney, TX, 75070",75070,33.2094707,-96.6369772,0
10662,72,Playa Bowls  12193 Darnestown Rd ,4.7,93,"Juice and Smoothies, Vegetarian Friendly, AÃ§aÃ­",1,"12193 Darnestown Road, Gaithersburg, MD, 20878",20878,39.118,-77.25241,0
8789,172,El Pollo Rico  932 N Kenmore St ,4.8,361,"Peruvian, Latin American, Seafood, Group Friendly, Exclusive to Eats",1,"932 N Kenmore St, Arlington, VA, 22201",22201,38.883896,-77.1007373,0
5932,126,The Gilded Unicorn,4.5,22,"Burgers, American, Sandwiches",1,"110 S Monroe St, Spokane, WA, 99201",99201,47.6563962,-117.4267436,0
8086,3,Baskin-Robbins  13607 Jefferson Davis Hwy ,4.1,35,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",1,"13607 Jefferson Davis Hwy, Woodbridge, VA, 22191",22191,38.65658,-77.2504,0
18857,37,Texas Land &amp; Cattle,4.4,238,"Steak, American, Fast Food",1,"5510 South Interstate 35, Austin, TX, 78745",78745,30.19972,-97.76511,0
14479,52,Twisted Mac  102 E Winchester St. ,4.0,37,"Italian, Pasta, Comfort Food",1,"102 E Winchester St., Salt Lake City, UT, 84107",84107,40.63267,-111.8888,0
12474,173,Hot Pot City,4.9,14,"Chinese, Asian, Wings, Noodles, Seafood, Bubble Tea",1,"199 E Montgomery Ave, Rockville, MD, 20850",20850,39.083909,-77.150349,0
12745,28,Subway  4227 N Fairfax Dr ,5.0,62,"Fast Food, Sandwich, American",1,"4227 N. Fairfax Dr, Arlington, VA, 22203",22203,38.8824918,-77.1115857,0
1259,7,Maharana Indian Restaurant,4.6,96,Indian,1,"1707 Thierer Rd, Madison, WI, 53704",53704,43.1221914,-89.3106164,0
17522,10,KFC  2810 Central Freeway ,4.1,32,"American, Chicken, Comfort Food",1,"2810 Central Freeway, Wichita Falls, TX, 76306",76306,33.95201,-98.52729,0
4885,138,Go Philly,4.6,200,"Black-owned, Burgers, American, Sandwiches",1,"7421 Custer Rd W, Lakewood, WA, 98499",98499,47.1895217,-122.51209,0
10822,2,Wawa 665  72 Austin Park Dr. ,4.7,54,"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Snacks",1,"72 Austin Park Dr., Stafford, VA, 22554",22554,38.449457,-77.40348,0
7492,5,McDonald'sÂ®  201 VALLEY MALL PARKWAY ,4.4,87,"American, Burgers, Fast Food",1,"201 VALLEY MALL PARKWAY, East Wenatchee, WA, 98802",98802,47.40811,-120.28833,0
12272,33,Panda Express  10689 Sudley Manor Drive ,4.7,125,"Asian, Chinese, Family Meals",1,"10689 Sudley Manor Drive, Manassas, VA, 20109",20109,38.785257,-77.5167,0
16811,120,KFC   2907 Thousand Oaks Drive ,4.4,71,"American, Fast Food, wings",1,"2907 Thousand Oaks Drive, San Antonio, TX, 78247",78247,29.57803,-98.44094,0
5451,37,Popeyes  105 SW 7th St ,4.3,200,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",1,"105 SW 7th St, Renton, WA, 98057",98057,47.4730923,-122.2182022,0
1513,38,KFC  415 Central Avenue North ,4.5,36,"American, Fast Food, wings",1,"415 Central Avenue North, Duluth, MN, 55807",55807,46.7395262,-92.1670637,0
15340,55,Las Nanas,4.4,38,Mexican,1,"1500 Avenida Sur, San Juan, PR, 00924",924,18.3943565,-65.9925533,0
9607,30,Pho 79 -- Hilltop,4.8,120,"Vietnamese, Noodles, Healthy",1,"507 Hilltop Plz, Virginia Beach, VA, 23454",23454,36.84888,-76.02521,0
3897,26,Sonic Drive-In  850 SE 192nd Ave ,4.6,137,"American, Fast Food, Burgers",1,"850 SE 192nd Ave, Vancouver, WA, 98683",98683,45.615067,-122.4764709,0
18349,139,Bubble Well,4.7,42,"Asian, Desserts, Juice and Smoothies",1,"2215 S Loop 288 310, Denton, TX, 76210",76210,33.18856,-97.10487,0
6621,154,Rain Cafe  Belltown ,4.9,44,"Juice and Smoothies, Coffee and Tea",1,"2401 3rd Avenue, Seattle, WA, 98121",98121,47.6154255,-122.3465145,0
7052,18,JalapeÃ±os Barkley,4.5,43,"Mexican, Latin American, New Mexican",1,"2945 New Market Pl, Bellingham, WA, 98226",98226,48.7705602,-122.4438197,0
9930,87,Bangkok Garden,4.8,177,"Thai, Asian, Noodles",1,"891, Rockville, MD, 20852",20852,39.074314,-77.1369202,0
868,88,Chicago style,4.1,77,"Burgers, American, Sandwiches",1,"2221 W National Ave, Milwaukee, WI, 53204",53204,43.0223479,-87.9415953,0
14685,8,Fresh Set 262  640 W Telegraph ,4.9,10,"Salads, Vegetarian Friendly, American",1,"640 W Telegraph St, Washington, UT, 84780",84780,37.12976,-113.52105,0
14008,97,Olympian Restaurant,4.9,10,"Breakfast and Brunch, American, Sandwiches",1,"2181 700 East, Salt Lake City, UT, 84106",84106,40.72366,-111.87088,0
16526,172,CHIN'S CHINESE KITCHEN,4.6,200,"Chinese, Asian, Asian Fusion, Kids Friendly, Local Specialities",1,"5764 Evers Rd, San Antonio, TX, 78238",78238,29.4893384,-98.5992307,0
2405,10,Wendy's   765 Foxcroft Ave ,4.6,21,"American, Burgers, Fast Food",1,"765 Foxcroft Ave, Martinsburg, WV, 25401",25401,39.45436,-77.98876,0
18980,278,PhoNatic  Anderson ,4.8,292,"Vietnamese, Group Friendly",1,"2525 W Anderson Ln, Austin, TX, 78757",78757,30.3555742,-97.733643,0
12767,67,&amp;pizza // Rosslyn,4.6,299,"Pizza, Comfort Food, Pasta",1,"1800 North Lynn Street, Arlington, VA, 22209",22209,38.89611,-77.071,0
6223,45,Fuente De Cafe,4.3,25,"Coffee and Tea, American, Burgers, Breakfast and Brunch",1,"12405 20th St NE, Lake Stevens, WA, 98258",98258,48.0159797,-122.0623595,0
13796,260,La Lomita Dos  Navy Yard ,4.7,38,"Mexican, Salads, Kids Friendly, Healthy",1,"308 Pennsylvania Ave SE, Washington, DC, 20003",20003,38.8872137,-77.0016039,0
19115,52,EurAsia Ramen 3,4.7,293,"Sushi, Asian, Japanese, Exclusive to Eats, Group Friendly",1,"5222 Burnet Road, Austin, TX, 78756",78756,30.32429,-97.7402,0
16371,228,Thai Restaurant,4.7,37,"Thai, Asian, Noodles",1,"1709 Babcock Rd, San Antonio, TX, 78229",78229,29.4942982,-98.5699797,0
19090,85,Austin Daily Press  Martin Luther King Jr. Blvd. ,4.8,163,"Healthy, Sandwich, Salads, Mexican, Family Friendly",1,"1900 E Martin Luther King Jr Blvd, Austin, TX, 78722",78722,30.2802298,-97.7211657,0
10606,264,Mehran Restaurant,4.6,26,"Pakistani, Halal",1,"23070 Oakgrove Rd, Sterling, VA, 20166",20166,38.9776861,-77.410488,0
3386,179,LG's Kitchen,4.8,125,"American, Breakfast and Brunch, New Mexican",1,"12551 116th Avenue Northeast, Kirkland, WA, 98034",98034,47.71259,-122.18656,0
3214,296,Tokara,4.9,16,"Desserts, Vegetarian, Coffee and Tea, Healthy",1,"6208 Phinney Ave N, Seattle, WA, 98103",98103,47.6742011,-122.3541032,0
39,76,Taqueria Juarez,4.9,62,"Mexican, Tacos, Latin American",1,"1630 Montgomery Highway, Hoover, AL, 35226",35226,33.39676078,-86.80678149,0
10914,15,Panda Express  1680 Carl D Silver Pky ,4.5,242,"Asian, Chinese, Family Meals",1,"1680 Carl D Silver Pky, Fredericksburg, VA, 22401",22401,38.3042584,-77.5095478,0
13659,207,Le Caprice,4.9,62,"Breakfast and Brunch, Desserts, Bakery, Sandwich, Salads, Healthy",1,"3460 14th St NW, Washington, DC, 20010",20010,38.9325481,-77.0330186,0
6118,34,IHOP  4209 N Division St ,4.4,189,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals, Family Friendly",1,"4209 N Division St, Spokane, WA, 99207",99207,47.6967405,-117.4115738,0
137,3,Yan Express,4.3,38,"Chinese, Asian, Asian Fusion, Family Meals",1,"1948 Montgomery Hwy, Birmingham, USA, Pelham, AL, 35244",35244,33.3465216,-86.7974092,0
7768,4,Wawa 8629  2401 W. Mercury Blvd. ,4.2,89,"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",1,"2401 W. Mercury Blvd., Hampton, VA, 23666",23666,37.0360554,-76.4093323,0
11612,33,Papa Johns  1790 East Market Street ,4.7,87,"Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food",1,"1790 East Market Street, Harrisonburg, VA, 22802",22802,38.43255,-78.8403712,0
13829,59,Dunkin'  175 N Street Ne ,4.6,64,"Breakfast and Brunch, Donuts",1,"175 N Street Ne, Washington, DC, 20002",20002,38.9068421,-77.0037394,0
14593,4,McDonald'sÂ®  5706 WEST 7800 SOUTH ,4.6,78,"American, Burgers, Fast Food",1,"5706 WEST 7800 SOUTH, WEST JORDAN, UT, 84081",84081,40.6097844,-112.0268221,0
15134,43,Panda Express  3601 North Digital Drive ,4.6,42,"Asian, Chinese, Family Meals",1,"3601 North Digital Drive, Lehi, UT, 84043",84043,40.4323924,-111.8888683,0
12327,25,Cinnabon   12300 Jefferson Ave. ,4.5,23,"Bakery, Desserts",1,"12300 Jefferson Ave., Newport News, VA, 23602",23602,37.1132422,-76.49637,0
5052,1,Starbucks  Tacoma Place ,4.7,141,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",1,"1723 S 72Nd St, Tacoma, WA, 98408",98408,47.1922794,-122.4595724,0
4975,75,Sluggo Brewing Tap &amp; Kitchen,4.6,44,"Mediterranean, Greek, Vegetarian, Healthy, Family Friendly",1,"409 East 26th, Tacoma, WA, 98421",98421,47.2390381,-122.4285175,0
14754,79,Carl's Jr.  602 S 500 E ,5.0,13,"Fast Food, Burgers, Salads, Burritos, American",1,"602 S 500 E, American Fork, UT, 84003",84003,40.3647,-111.78603,0
2060,85,Da Da's Soul,4.1,39,"American, Soul Food, Southern",1,"1301 21st St, Zion, IL, 60099",60099,42.4568489,-87.82703,0
1527,11,McDonald'sÂ®  2026 TOWER AVE ,4.5,30,"American, Burgers, Fast Food",1,"2026 Tower Ave, Superior, WI, 54880",54880,46.7137424,-92.1033082,0
18129,171,Starbucks  6115 Camp Bowie ,4.7,95,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",1,"6115 Camp Bowie Blvd., Fort Worth, TX, 76116",76116,32.727982,-97.4153941,0
1001,23,Starbucks  6th &amp; Layton ,4.5,112,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",1,"4703 South 6th Street, Milwaukee, WI, 53221",53221,42.958899,-87.919775,0
5624,3,Safeway Express  2411 N Proctor St ,5.0,11,"Grocery, Convenience, Everyday Essentials",1,"2411 N Proctor St, Tacoma, WA, 98406",98406,47.26951,-122.48795,0
16590,54,Snooze AM Eatery  Alamo Quarry Market ,4.6,81,"Breakfast and Brunch, American, Sandwiches",1,"255 East Basse Road, San Antonio, TX, 78209",78209,29.49356,-98.47978,0
11140,1,Mama Js,4.5,122,"African, Comfort Food, Steak",1,"415 N 1st St, Richmond, VA, 23219",23219,37.54646,-77.43957,0
15283,5,Carl's Jr.  2645 N Canyon Ranch Dr ,3.8,12,"Fast Food, Burgers, Salads, Burritos, American, Healthy",1,"2645 N Canyon Ranch Dr, Cedar City, UT, 84721",84721,37.7256812,-113.0513204,0
10168,49,KFC  7450 Little River Turnpike ,4.3,111,"American, Fast Food, wings",1,"7450 Little River Turnpike, Annandale, VA, 22003",22003,38.83203,-77.20312,0
10210,5,The Middle Eastern Spot,2.8,17,"Middle Eastern, Salads, Healthy, Mediterranean",1,"11143 Lee Hwy, Fairfax, VA, 22030",22030,38.8512,-77.3284,0
9989,115,A &amp; J Restaurant  Rockville ,4.8,89,"Asian Fusion, Asian, Chicken, Family Friendly",1,"1319, Rockville, MD, 20852",20852,39.0686216,-77.130874,0
16588,59,Beijing Restaurant &amp; Gift Shop  Embassy Row ,4.7,120,"Chinese, Asian, Vegetarian, Vegetarian Friendly, Kids Friendly, Ramen, Soup",1,"13730 Embassy Row, San Antonio, TX, 78216",78216,29.564964,-98.485214,0
6817,8,Subway  1323 Lee Blvd ,4.9,15,"Fast Food, Sandwich, American",1,"1323 Lee Blvd, Richland, WA, 99352",99352,46.27446,-119.28144,0
5184,10,Wendy's   2427 W Harrison Ave ,4.8,33,"American, Burgers, Fast Food",1,"2427 W Harrison Ave, Olympia, WA, 98502",98502,47.0457812,-122.9330507,0
397,1,Five Guys AL-0226,4.9,91,"American, Burgers, Comfort Food",1,"2724-C Carl T. Jones Dr., Huntsville, AL, 35802",35802,34.6752746,-86.5474464,0
7877,77,Bann Thai Old Town,4.5,37,"Thai, Asian, Noodles",1,"416 Mill St, Occoquan, VA, 22125",22125,38.6850222,-77.2619526,0
17885,186,yogis deli and grill,4.7,114,"Burgers, American, Sandwiches",1,"2710 S Hulen St, 76, Fort Worth, TX, 76109",76109,32.7122517,-97.3865024,0
893,24,George Webb  Oakland ,4.1,200,"Breakfast and Brunch, American, Burgers",1,"2935 N Oakland Ave, Milwaukee, WI, 53211",53211,43.0718284,-87.8881875,0
7578,5,Subway  20980 State Rte 410 ,4.6,23,"Fast Food, Sandwich, American",1,"20980 State Rte 410, Bonney Lake, WA, 98391",98391,47.16841,-122.1503725,0
16726,14,Meemo's Bakery,4.8,93,"American, Breakfast and Brunch, Desserts, Family Friendly",1,"2611 Wagon Wheel, San Antonio, TX, 78217",78217,29.5175695,-98.4490429,0
18132,166,Dairy Queen  5441 Rufe Snow Dr ,4.4,69,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",1,"5441 Rufe Snow Dr, North Richland Hills, TX, 76180",76180,32.846524,-97.239145,0
14975,192,Wendy's   7035 South 900 East ,4.6,49,"American, Burgers, Fast Food",1,"7035 South 900 East, Midvale, UT, 84047",84047,40.623441,-111.865576,0
8785,178,Namaste  King Street ,4.7,198,"Indian, Vegetarian, Asian, Healthy, Family Friendly",1,"1504 King St, Alexandria, VA, 22314",22314,38.806136,-77.056094,0
7344,1,Safeway Express  6200 Pacific Ave Se ,4.5,21,"Grocery, Convenience, Everyday Essentials",1,"6200 Pacific Ave SE, Lacey, WA, 98503",98503,47.03876,-122.79961,0
6300,1,McDonald'sÂ®  Newcastle ,4.9,54,"American, Fast Food, Burgers",1,"13049, Newcastle, WA, 98059",98059,47.537291,-122.16608,0
6136,3,Safeway Express  1616 W Northwest Blvd ,4.9,16,"Grocery, Convenience, Everyday Essentials",1,"1616 W Northwest Blvd, Spokane, WA, 99205",99205,47.68006,-117.43628,0
845,145,Uncle Julio's  Brookfield ,4.8,28,"Mexican, Latin American, New Mexican, Family Meals",1,"245 South Moorland Road, Brookfield, WI, 53005",53005,43.0298213,-88.1073142,0
2336,6,Panda Express  927 Foxcroft Ave ,4.5,50,"Asian, Chinese, Family Meals",1,"927 Foxcroft Ave, Martinsburg, WV, 25401",25401,39.4462317,-77.9878546,0
12,15,McAlister's Deli   1801 4th Avenue South ,4.7,100,"Sandwich, Salads, Healthy, Family Meals",1,"1801 4th Ave S, Birmingham, AL, 35233",35233,33.50715,-86.80399,0
16292,95,Papa Johns  11102 Toepperwein Rd ,4.5,68,"Pizza, Wings, Desserts, Sandwiches",1,"11102 Toepperwein Rd, Live Oak, TX, 78233",78233,29.540318,-98.337915,0
2943,218,Chevron ExtraMile  8002 Ne Bothell Way ,4.5,11,"Convenience, Everyday Essentials, Home &amp; Personal Care",1,"8002 Ne Bothell Way, Kenmore, WA, 98028",98028,47.75594,-122.233,0
12712,227,La Panetteria,4.8,25,"Italian, Pasta, Comfort Food, Allergy Friendly",1,"4921 Cordell Ave, Bethesda, MD, 20814",20814,38.9888987,-77.0988682,0
8838,79,Five Guys VA-0662 725 King St,4.8,365,"American, Burgers, Group Friendly",1,"725 King Street, Alexandria, VA, 22314",22314,38.8054599,-77.047879,0
3872,24,Papa Johns  11713 Ne 99Th Ave. ,4.6,67,"Pizza, Wings, Desserts, Sandwiches, Family Friendly",1,"11713 NE 99th St, Vancouver, WA, 98682",98682,45.6923992,-122.5521181,0
7721,25,Starbucks  W. Mercury Blvd &amp; Riverdale Ct ,4.7,200,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly",1,"1068 W Mercury Blvd, Hampton, VA, 23666",23666,37.0426603,-76.38588,0
5424,60,Cold Stone Creamery  17017 SE 270th Pl Ste 114 ,4.6,45,"Ice Cream + Frozen Yogurt, Desserts, Cupcakes",1,"17017 SE 270th Pl Ste 114, Covington, WA, 98042",98042,47.3587919,-122.1136873,0
11615,21,Imperial 42 Restaurant,4.9,19,"Comfort Food, American, Wings",1,"1727 S High St, Harrisonburg, VA, 22801",22801,38.434132,-78.90134,0
973,128,FreshFin Poke  Third Ward ,4.7,32,"Healthy, Salads, Bowls, Asian Fusion, Salads, Poke",1,"316 N, Milwaukee, WI, 53202",53202,43.03442,-87.90566,0
2582,30,Cowiche Canyon Kitchen+Icehouse,4.6,45,"Burgers, American, Sandwiches",1,"202 E, Yakima, WA, 98901",98901,46.60237,-120.50405,0
244,2,Zaxby's  3801 Montgomery Hwy ,4.3,33,"American, Chicken Strips, Sandwich",1,"3801 Montgomery Hwy, Dothan, AL, 36303",36303,31.258823,-85.435945,0
7126,3,Panda Express  1932 W. Pullman Road ,4.5,37,"Asian, Chinese, Family Meals",1,"1932 W. Pullman Road, Moscow, ID, 83843",83843,46.733118,-117.0281479,0
3601,99,IHOP  14747 NE 20th St ,4.6,200,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals",1,"14747 NE 20th St, BELLEVUE, WA, 98007",98007,47.6271317,-122.1436484,0
14441,74,Arby's  1410 W 9000 S ,4.5,39,"American, Sandwich, Fast Food, Kids Friendly",1,"1410 W 9000 S, West Jordan, UT, 84088",84088,40.5883,-111.932,0
13581,112,Pizzarro,4.6,97,"Italian, Salads, Pizza, Family Meals, Healthy",1,"467 Florida Ave NW, Washington, DC, 20001",20001,38.9148394,-77.0180498,0
1091,17,Boston Market  2678 S 108th Street ,4.7,24,"American, Fast Food, Comfort Food, Fried Chicken, Family Meals, Family Friendly",1,"2678 S 108th Street, West Allis, WI, 53227",53227,42.9956872,-88.046597,0
5037,3,El Toro Mexican Restaurant - Puyallup,4.5,90,"Mexican, Latin American, New Mexican, Salads, Comfort Food, Healthy, Family Friendly, Allergy Friendly, Alcohol",1,"12115 Canyon Rd E, Puyallup, WA, 98373",98373,47.1457753,-122.3566791,0
4262,32,Hoang Lan,4.7,59,"Vietnamese, Noodles, Healthy",1,"7119 Martin Luther King Jr Way S, Seattle, WA, 98118",98118,47.53838,-122.28209,0
3217,297,Kiin Kiin Thai Eating Room,5.0,13,"Thai, Noodles",1,"10023 Holman Road NW, Seattle, WA, 98177",98177,47.7022951,-122.3626175,0
15176,108,Wendy's   6828 So. Redwood Road ,4.6,29,"American, Burgers, Fast Food",1,"6828 So. Redwood Road, W.Jordan, UT, 84084",84084,40.6274579,-111.9393836,0
18384,55,My Lan Vietnamese Kitchen,4.9,145,"Vietnamese, Noodles, Healthy, Bubble Tea, Desserts, Vegetarian, Vegetarian Friendly, Asian, Asian Fusion",1,"5307, Colleyville, TX, 76034",76034,32.8868877,-97.1509391,0
11956,23,Mr. Shawarma,4.7,185,"Middle Eastern, Arabian, Chicken, Family Meals",1,"725 W 21st St, Norfolk, VA, 23517",23517,36.8700193,-76.2948942,0
2351,8,Popeye's  805 E Washington St ,4.6,16,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",1,"805 E Washington St, Charles Town, WV, 25414",25414,39.293099,-77.8493802,0
11171,2,Wawa 8605  500 S. Airport Drive ,4.5,107,"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",1,"500 S. Airport Drive, Sandston, VA, 23150",23150,37.524588,-77.3292074,0
13275,28,McDonald'sÂ®  Kings Park S/C Relo ,4.6,91,"American, Fast Food, Burgers",1,"8976 BURKE LAKE RD, Braddock, VA, 22151",22151,38.8086,-77.25483,0
18587,30,Dairy Queen  728 Airport Freeway ,4.0,17,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American",1,"728 Airport Freeway, Hurst, TX, 76053",76053,32.84031,-97.18373,0
10681,3,sweetFrog  55 Catoctin Circle NE ,5.0,19,"Ice Cream + Frozen Yogurt, Desserts, Allergy Friendly",1,"55 Catoctin Circle NE, Leesburg, VA, 20176",20176,39.11172,-77.55376,0
18877,225,Lone Star Kolaches  Central Austin ,4.6,88,"American, Breakfast and Brunch, Desserts",1,"2210 W Anderson Ln, Austin, TX, 78757",78757,30.3558555,-97.729696,0
6348,1,Byen Bakeri,4.9,32,"American, Breakfast and Brunch, Sandwich",1,"15 Nickerson St., Seattle, WA, 98109",98109,47.6491952,-122.356864,0
15147,33,Subway  147 12th St ,4.7,20,"Fast Food, Sandwich, American",1,"147 12th St, Ogden, UT, 84404",84404,41.244095,-111.976939,0
6440,1,7-Eleven  2021 Freeway Dr ,4.6,10,"Convenience, Everyday Essentials, Grocery, Snacks, Home &amp; Personal Care",1,"2021 Freeway Dr, Mount Vernon, WA, 98273",98273,48.43925,-122.34404,0
19018,186,Toss Pizzeria &amp; Pub  Bee Cave ,4.8,65,"Pizza, American, Italian, Salads, Healthy, Wings, Gluten Free, Kids Friendly",1,"11905 Bee Caves Rd #100, Austin, TX, 78738",78738,30.3077182,-97.9238234,0
12438,144,Crown Bakery,4.4,19,"Caribbean, Seafood, Latin American, Bakery",1,"5409 Georgia Ave NW, Washington, DC, 20011",20011,38.955527,-77.027704,0
11012,88,Dragon China,4.6,55,"Chinese, Asian, Rice-bowls",1,"4008 Meadowdale Blvd, Richmond, VA, 23234",23234,37.43774124,-77.46806667,0
4327,57,Muchas Gracias  116 NE 117th Ave ,4.6,67,"Mexican, Salads, Chicken, Healthy",1,"116 NE 117th Ave, Vancouver, WA, 98684",98684,45.621704,-122.552307,0
13341,10,Zaxby's  1248 Emmet Street ,4.7,89,"American, Wings, Salads, Healthy, Family Meals",1,"1248 Emmet St N, Charlottesville, VA, 22903",22903,38.0545968,-78.4972106,0
11163,18,Popeyes  2709 Chamberlayne Ave ,4.4,200,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",1,"2709 Chamberlayne Ave, Richmond, VA, 23222",23222,37.56826,-77.444254,0
4235,48,Amazonia Cafe,4.5,20,"Coffee and Tea, American, Bakery",1,"11600 Des Moines Memorial Dr S, Burien, WA, 98168",98168,47.4991895,-122.3065065,0
1722,287,Starbucks  West Wisconsin &amp; 16th ,4.7,99,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",1,"1610 W Wisconsin Ave University Centre Tenant D, Milwaukee, WI, 53233",53233,43.0389417,-87.9334472,0
17803,31,Twin Peaks  5651 SW Loop 820 ,4.2,44,"Burgers, American, Sandwiches, Wings",1,"5651 SW Loop 820, Fort Worth, TX, 76132",76132,32.6815897,-97.4098051,0
13253,278,CVS  4238 WILSON BLVD/BALLSTON COMMONS #1831 ,5.0,12,"Everyday Essentials, Convenience, Pharmacy, Snacks",1,"4238 WILSON BLVD/BALLSTON COMMONS #1831, ARLINGTON, VA, 22203",22203,38.87962,-77.1109,0
